id,repo_name,owner,stars,last_updated
266,angular.js,angular,58979,2025-12-23 17:13:37.440345
267,drawio-desktop,jgraph,58592,2025-12-23 17:13:37.440345
268,awesome-flutter,Solido,58341,2025-12-23 17:13:37.440345
269,ripgrep,BurntSushi,58295,2025-12-23 17:13:37.440345
271,rails,rails,58012,2025-12-23 17:13:37.440345
272,Magisk,topjohnwu,57680,2025-12-23 17:13:37.440345
273,crawl4ai,unclecode,57585,2025-12-23 17:13:37.440345
274,mkcert,FiloSottile,57517,2025-12-23 17:13:37.440345
275,fuel-core,FuelLabs,57433,2025-12-23 17:13:37.440345
276,awesome-chatgpt-prompts-zh,PlexPt,57418,2025-12-23 17:13:37.440345
277,html5-boilerplate,h5bp,57313,2025-12-23 17:13:37.440345
278,spec-kit,github,57294,2025-12-23 17:13:37.440345
279,DeepLearning-500-questions,scutan90,56993,2025-12-23 17:13:37.440345
280,ladybird,LadybirdBrowser,56967,2025-12-23 17:13:37.440345
281,private-gpt,zylon-ai,56922,2025-12-23 17:13:37.440345
282,you-get,soimort,56627,2025-12-23 17:13:37.440345
283,yolov5,ultralytics,56446,2025-12-23 17:13:37.440345
284,cline,cline,56329,2025-12-23 17:13:37.440345
285,bat,sharkdp,56324,2025-12-23 17:13:37.440345
286,zustand,pmndrs,56235,2025-12-23 17:13:37.440345
287,react-router,remix-run,56061,2025-12-23 17:13:37.440345
288,gatsby,gatsbyjs,55960,2025-12-23 17:13:37.440345
289,face_recognition,ageitgey,55941,2025-12-23 17:13:37.440345
290,OpenBB,OpenBB-finance,55752,2025-12-23 17:13:37.440345
291,leetcode,azl397985856,55751,2025-12-23 17:13:37.440345
292,FFmpeg,FFmpeg,55703,2025-12-23 17:13:37.440345
293,gpt-engineer,AntonOsika,55131,2025-12-23 17:13:37.440345
294,meilisearch,meilisearch,55074,2025-12-23 17:13:37.440345
295,astro,withastro,55061,2025-12-23 17:13:37.440345
296,pi-hole,pi-hole,54874,2025-12-23 17:13:37.440345
297,rich,Textualize,54859,2025-12-23 17:13:37.440345
298,project-layout,golang-standards,54816,2025-12-23 17:13:37.440345
299,faceswap,deepfakes,54812,2025-12-23 17:13:37.440345
300,awesome-android-ui,wasabeef,54803,2025-12-23 17:13:37.440345
347,chinese-poetry,chinese-poetry,50566,2025-12-23 17:13:41.189311
348,grok-1,xai-org,50565,2025-12-23 17:13:41.189311
349,go-ethereum,ethereum,50526,2025-12-23 17:13:41.189311
350,Motrix,agalwood,50293,2025-12-23 17:13:41.189311
356,typst,typst,49800,2025-12-23 17:13:44.997330
357,unsloth,unslothai,49795,2025-12-23 17:13:44.997330
358,cypress,cypress-io,49484,2025-12-23 17:13:44.997330
359,mastodon,mastodon,49405,2025-12-23 17:13:44.997330
360,hacker-scripts,NARKOZ,49308,2025-12-23 17:13:44.997330
361,windows,dockur,49200,2025-12-23 17:13:44.997330
362,100-Days-Of-ML-Code,Avik-Jain,49093,2025-12-23 17:13:44.997330
363,coolify,coollabsio,48704,2025-12-23 17:13:44.997330
364,alist,AlistGo,48685,2025-12-23 17:13:44.997330
365,v2rayNG,2dust,48566,2025-12-23 17:13:44.997330
366,lazydocker,jesseduffield,48520,2025-12-23 17:13:44.997330
367,RxJava,ReactiveX,48487,2025-12-23 17:13:44.997330
51,30-seconds-of-code,Chalarangelo,126090,2025-12-23 17:13:20.310141
52,react-native,facebook,124866,2025-12-23 17:13:20.310141
53,langchain,langchain-ai,122522,2025-12-23 17:13:20.310141
54,dify,langgenius,122500,2025-12-23 17:13:20.310141
55,hello-algo,krahets,120695,2025-12-23 17:13:20.310141
56,electron,electron,119491,2025-12-23 17:13:20.310141
57,kubernetes,kubernetes,119416,2025-12-23 17:13:20.310141
58,open-webui,open-webui,118520,2025-12-23 17:13:20.310141
59,free-for-dev,ripienaar,116454,2025-12-23 17:13:20.310141
60,free-programming-books-zh_CN,justjavac,116015,2025-12-23 17:13:20.310141
61,node,nodejs,114864,2025-12-23 17:13:20.310141
62,excalidraw,excalidraw,112927,2025-12-23 17:13:20.310141
63,d3,d3,112047,2025-12-23 17:13:20.310141
64,three.js,mrdoob,109984,2025-12-23 17:13:20.310141
65,rust,rust-lang,108727,2025-12-23 17:13:20.310141
66,axios,axios,108391,2025-12-23 17:13:20.310141
67,TypeScript,microsoft,107197,2025-12-23 17:13:20.310141
68,iptv,iptv-org,106629,2025-12-23 17:13:20.310141
69,deno,denoland,105628,2025-12-23 17:13:20.310141
70,nodebestpractices,goldbergyoni,104834,2025-12-23 17:13:20.310141
71,GitHub-Chinese-Top-Charts,GrowingGit,104689,2025-12-23 17:13:20.310141
72,rustdesk,rustdesk,104590,2025-12-23 17:13:20.310141
73,godot,godotengine,104331,2025-12-23 17:13:20.310141
74,generative-ai-for-beginners,microsoft,104136,2025-12-23 17:13:20.310141
75,create-react-app,facebook,103933,2025-12-23 17:13:20.310141
76,ui,shadcn-ui,103376,2025-12-23 17:13:20.310141
77,Awesome-Hacking,Hack-with-Github,103069,2025-12-23 17:13:20.310141
78,frp,fatedier,102546,2025-12-23 17:13:20.310141
79,system-prompts-and-models-of-ai-tools,x1xhlol,101661,2025-12-23 17:13:20.310141
80,papers-we-love,papers-we-love,101312,2025-12-23 17:13:20.310141
81,terminal,microsoft,101160,2025-12-23 17:13:20.310141
82,DeepSeek-V3,deepseek-ai,100804,2025-12-23 17:13:20.310141
83,tauri,tauri-apps,100312,2025-12-23 17:13:20.310141
84,angular,angular,99555,2025-12-23 17:13:20.310141
85,ComfyUI,comfyanonymous,97815,2025-12-23 17:13:20.310141
86,material-ui,mui,97509,2025-12-23 17:13:20.310141
87,ant-design,ant-design,97062,2025-12-23 17:13:20.310141
88,every-programmer-should-know,mtdvio,97001,2025-12-23 17:13:20.310141
89,awesome-mac,jaywcjlove,96685,2025-12-23 17:13:20.310141
90,HowToCook,Anduin2017,96619,2025-12-23 17:13:20.310141
91,pytorch,pytorch,96098,2025-12-23 17:13:20.310141
92,neovim,neovim,95126,2025-12-23 17:13:20.310141
93,supabase,supabase,95036,2025-12-23 17:13:20.310141
94,thefuck,nvbn,94986,2025-12-23 17:13:20.310141
95,Web-Dev-For-Beginners,microsoft,94717,2025-12-23 17:13:20.310141
96,clean-code-javascript,ryanmcdermott,94160,2025-12-23 17:13:20.310141
97,java-design-patterns,iluwatar,93540,2025-12-23 17:13:20.310141
98,fastapi,fastapi,93355,2025-12-23 17:13:20.310141
99,puppeteer,puppeteer,93122,2025-12-23 17:13:20.310141
101,whisper,openai,92265,2025-12-23 17:13:25.091081
102,llama.cpp,ggml-org,91874,2025-12-23 17:13:25.091081
103,tailwindcss,tailwindlabs,91654,2025-12-23 17:13:25.091081
104,DeepSeek-R1,deepseek-ai,91592,2025-12-23 17:13:25.091081
105,nvm,nvm-sh,90517,2025-12-23 17:13:25.091081
106,vue-element-admin,PanJiaChen,90213,2025-12-23 17:13:25.091081
107,app-ideas,florinpop17,89039,2025-12-23 17:13:25.091081
108,storybook,storybookjs,88881,2025-12-23 17:13:25.091081
109,clash-verge-rev,clash-verge-rev,88535,2025-12-23 17:13:25.091081
110,gemini-cli,google-gemini,88345,2025-12-23 17:13:25.091081
111,gin,gin-gonic,87453,2025-12-23 17:13:25.091081
112,bitcoin,bitcoin,87336,2025-12-23 17:13:25.091081
113,immich,immich-app,87193,2025-12-23 17:13:25.091081
114,NextChat,ChatGPTNextWeb,86792,2025-12-23 17:13:25.091081
115,django,django,86243,2025-12-23 17:13:25.091081
116,hugo,gohugoio,85515,2025-12-23 17:13:25.091081
117,bun,oven-sh,85477,2025-12-23 17:13:25.091081
368,MoneyPrinterTurbo,harry0703,48456,2025-12-23 17:13:44.997330
369,dayjs,iamkun,48454,2025-12-23 17:13:44.997330
370,huginn,huginn,48370,2025-12-23 17:13:44.997330
371,algorithm-visualizer,algorithm-visualizer,48294,2025-12-23 17:13:44.997330
372,json,nlohmann,48286,2025-12-23 17:13:44.997330
373,n8n-workflows,Zie619,48281,2025-12-23 17:13:44.997330
374,Free-Certifications,cloudcommunity,48263,2025-12-23 17:13:44.997330
375,julia,JuliaLang,48126,2025-12-23 17:13:44.997330
376,claude-code,anthropics,48111,2025-12-23 17:13:44.997330
377,moment,moment,48090,2025-12-23 17:13:44.997330
378,termux-app,termux,48024,2025-12-23 17:13:44.997330
379,odoo,odoo,47993,2025-12-23 17:13:44.997330
380,open-source-ios-apps,dkhamsing,47982,2025-12-23 17:13:44.997330
381,dbeaver,dbeaver,47922,2025-12-23 17:13:44.997330
382,llm-app,pathwaycom,47914,2025-12-23 17:13:44.997330
383,query,TanStack,47888,2025-12-23 17:13:44.997330
384,lx-music-desktop,lyswhut,47877,2025-12-23 17:13:44.997330
385,docling,docling-project,47563,2025-12-23 17:13:44.997330
386,big-list-of-naughty-strings,minimaxir,47527,2025-12-23 17:13:44.997330
387,Flowise,FlowiseAI,47504,2025-12-23 17:13:44.997330
388,ai-agents-for-beginners,microsoft,47433,2025-12-23 17:13:44.997330
389,memos,usememos,47399,2025-12-23 17:13:44.997330
390,pandas,pandas-dev,47385,2025-12-23 17:13:44.997330
391,x64dbg,x64dbg,47383,2025-12-23 17:13:44.997330
392,gogs,gogs,47374,2025-12-23 17:13:44.997330
393,type-challenges,type-challenges,47331,2025-12-23 17:13:44.997330
394,terraform,hashicorp,47322,2025-12-23 17:13:44.997330
395,Fooocus,lllyasviel,47287,2025-12-23 17:13:44.997330
396,Projects,karan,47201,2025-12-23 17:13:44.997330
397,design-patterns-for-humans,kamranahmedse,47122,2025-12-23 17:13:44.997330
398,htmx,bigskysoftware,46915,2025-12-23 17:13:44.997330
399,serverless,serverless,46915,2025-12-23 17:13:44.997330
400,react,typescript-cheatsheets,46857,2025-12-23 17:13:44.997330
801,jellyfin,jellyfin,46847,2025-12-23 17:13:48.533099
802,okhttp,square,46810,2025-12-23 17:13:48.533099
803,v2ray-core,v2ray,46786,2025-12-23 17:13:48.533099
804,kubernetes-the-hard-way,kelseyhightower,46754,2025-12-23 17:13:48.533099
805,open-source-mac-os-apps,serhii-londar,46709,2025-12-23 17:13:48.533099
806,quill,slab,46649,2025-12-23 17:13:48.533099
807,jadx,skylot,46599,2025-12-23 17:13:48.533099
808,awesome-java,akullpp,46398,2025-12-23 17:13:48.533099
809,awesome-react-components,brillout,46383,2025-12-23 17:13:48.533099
810,PythonDataScienceHandbook,jakevdp,46363,2025-12-23 17:13:48.533099
811,pixijs,pixijs,46263,2025-12-23 17:13:48.533099
812,learn-regex,ziishaned,46157,2025-12-23 17:13:48.533099
813,chinese-independent-developer,1c7,46015,2025-12-23 17:13:48.533099
814,llama_index,run-llama,45980,2025-12-23 17:13:48.533099
151,Deep-Live-Cam,hacksider,76402,2025-12-23 17:13:28.865630
152,fzf,junegunn,76165,2025-12-23 17:13:28.865630
153,Font-Awesome,FortAwesome,76112,2025-12-23 17:13:28.865630
154,elasticsearch,elastic,75703,2025-12-23 17:13:28.865630
155,uv,astral-sh,75496,2025-12-23 17:13:28.865630
156,code-server,coder,75491,2025-12-23 17:13:28.865630
157,json-server,typicode,75484,2025-12-23 17:13:28.865630
158,Best-websites-a-programmer-should-visit,sdmg15,75037,2025-12-23 17:13:28.865630
159,servers,modelcontextprotocol,74873,2025-12-23 17:13:28.865630
160,d2l-zh,d2l-ai,74539,2025-12-23 17:13:28.865630
161,union,unionlabs,74440,2025-12-23 17:13:28.865630
162,browser-use,browser-use,74054,2025-12-23 17:13:28.865630
163,nest,nestjs,73998,2025-12-23 17:13:28.865630
164,awesome-vue,vuejs,73549,2025-12-23 17:13:28.865630
165,PayloadsAllTheThings,swisskyrepo,73522,2025-12-23 17:13:28.865630
166,Ventoy,ventoy,73292,2025-12-23 17:13:28.865630
167,redis,redis,72238,2025-12-23 17:13:28.865630
168,localsend,localsend,72102,2025-12-23 17:13:28.865630
169,stable-diffusion,CompVis,72049,2025-12-23 17:13:28.865630
170,zed,zed-industries,71924,2025-12-23 17:13:28.865630
171,Front-End-Checklist,thedaviddias,71897,2025-12-23 17:13:28.865630
172,awesome-public-datasets,awesomedata,71622,2025-12-23 17:13:28.865630
173,tesseract,tesseract-ocr,71535,2025-12-23 17:13:28.865630
174,Stirling-PDF,Stirling-Tools,71534,2025-12-23 17:13:28.865630
175,grafana,grafana,71413,2025-12-23 17:13:28.865630
176,screenshot-to-code,abi,71293,2025-12-23 17:13:28.865630
177,moby,moby,71259,2025-12-23 17:13:28.865630
178,awesome-react,enaqx,71245,2025-12-23 17:13:28.865630
179,llm-course,mlabonne,71099,2025-12-23 17:13:28.865630
180,sherlock,sherlock-project,71093,2025-12-23 17:13:28.865630
201,awesome-cpp,fffaraz,68663,2025-12-23 17:13:32.263041
202,express,expressjs,68430,2025-12-23 17:13:32.263041
203,the-algorithm,twitter,68150,2025-12-23 17:13:32.263041
204,Prompt-Engineering-Guide,dair-ai,68109,2025-12-23 17:13:32.263041
205,tabby,Eugeny,67762,2025-12-23 17:13:32.263041
206,SecLists,danielmiessler,67717,2025-12-23 17:13:32.263041
207,act,nektos,67714,2025-12-23 17:13:32.263041
208,ansible,ansible,67431,2025-12-23 17:13:32.263041
209,awesome-scalability,binhnguyennus,67305,2025-12-23 17:13:32.263041
210,AppFlowy,AppFlowy-IO,67094,2025-12-23 17:13:32.263041
211,Chart.js,chartjs,66924,2025-12-23 17:13:32.263041
212,PaddleOCR,PaddlePaddle,66716,2025-12-23 17:13:32.263041
213,vllm,vllm-project,66004,2025-12-23 17:13:32.263041
214,33-js-concepts,leonardomso,65998,2025-12-23 17:13:32.263041
215,OpenHands,OpenHands,65866,2025-12-23 17:13:32.263041
216,webpack,webpack,65836,2025-12-23 17:13:32.263041
217,gpt4free,xtekky,65640,2025-12-23 17:13:32.263041
218,anime,juliangarnier,65613,2025-12-23 17:13:32.263041
219,echarts,apache,65286,2025-12-23 17:13:32.263041
220,awesome-courses,prakhar1989,65258,2025-12-23 17:13:32.263041
221,javascript-questions,lydiahallie,65180,2025-12-23 17:13:32.263041
222,annotated_deep_learning_paper_implementations,labmlai,64966,2025-12-23 17:13:32.263041
223,interviews,kdn251,64735,2025-12-23 17:13:32.263041
224,Java,TheAlgorithms,64574,2025-12-23 17:13:32.263041
225,nocode,kelseyhightower,64487,2025-12-23 17:13:32.263041
226,LLaMA-Factory,hiyouga,64380,2025-12-23 17:13:32.263041
227,scikit-learn,scikit-learn,64367,2025-12-23 17:13:32.263041
228,Apollo-11,chrislgarry,64305,2025-12-23 17:13:32.263041
229,awesome-nodejs,sindresorhus,64203,2025-12-23 17:13:32.263041
230,design-resources-for-developers,bradtraversy,63956,2025-12-23 17:13:32.263041
231,localstack,localstack,63765,2025-12-23 17:13:32.263041
232,keras,keras-team,63659,2025-12-23 17:13:32.263041
233,ChinaTextbook,TapXWorld,63175,2025-12-23 17:13:32.263041
234,docusaurus,facebook,63093,2025-12-23 17:13:32.263041
235,ghidra,NationalSecurityAgency,62944,2025-12-23 17:13:32.263041
251,traefik,traefik,60675,2025-12-23 17:13:37.440345
252,uBlock,gorhill,60564,2025-12-23 17:13:37.440345
253,tldr,tldr-pages,60555,2025-12-23 17:13:37.440345
254,markdown-here,adam-p,60113,2025-12-23 17:13:37.440345
255,jquery,jquery,59665,2025-12-23 17:13:37.440345
256,leetcode-master,youngyangyang04,59662,2025-12-23 17:13:37.440345
257,openpilot,commaai,59438,2025-12-23 17:13:37.440345
258,spring-framework,spring-projects,59401,2025-12-23 17:13:37.440345
259,minio,minio,59388,2025-12-23 17:13:37.440345
260,scrapy,scrapy,59291,2025-12-23 17:13:37.440345
261,nocodb,nocodb,59219,2025-12-23 17:13:37.440345
262,shadowsocks-windows,shadowsocks,59172,2025-12-23 17:13:37.440345
263,nuxt,nuxt,59152,2025-12-23 17:13:37.440345
264,Real-Time-Voice-Cloning,CorentinJ,59055,2025-12-23 17:13:37.440345
265,llama,meta-llama,58998,2025-12-23 17:13:37.440345
270,git,git,58211,2025-12-23 17:13:37.440345
301,pocketbase,pocketbase,54569,2025-12-23 17:13:41.189311
302,codex,openai,54549,2025-12-23 17:13:41.189311
303,rclone,rclone,54520,2025-12-23 17:13:41.189311
304,awesome-rust,rust-unofficial,54502,2025-12-23 17:13:41.189311
305,ChatGPT,lencx,54366,2025-12-23 17:13:41.189311
306,hackingtool,Z4nzu,54308,2025-12-23 17:13:41.189311
307,element,ElemeFE,54238,2025-12-23 17:13:41.189311
308,github-cheat-sheet,tiimgreen,54197,2025-12-23 17:13:41.189311
309,30-Days-Of-Python,Asabeneh,54168,2025-12-23 17:13:41.189311
310,appwrite,appwrite,53999,2025-12-23 17:13:41.189311
311,maybe,maybe-finance,53894,2025-12-23 17:13:41.189311
312,normalize.css,necolas,53733,2025-12-23 17:13:41.189311
313,requests,psf,53594,2025-12-23 17:13:41.189311
314,GPT-SoVITS,RVC-Boss,53413,2025-12-23 17:13:41.189311
315,segment-anything,facebookresearch,52985,2025-12-23 17:13:41.189311
316,dive,wagoodman,52948,2025-12-23 17:13:41.189311
317,starship,starship,52946,2025-12-23 17:13:41.189311
318,marktext,marktext,52880,2025-12-23 17:13:41.189311
319,autogen,microsoft,52780,2025-12-23 17:13:41.189311
320,gitea,go-gitea,52676,2025-12-23 17:13:41.189311
321,material-design-icons,google,52675,2025-12-23 17:13:41.189311
322,joplin,laurent22,52630,2025-12-23 17:13:41.189311
323,pdf.js,mozilla,52509,2025-12-23 17:13:41.189311
324,core,vuejs,52509,2025-12-23 17:13:41.189311
325,anything-llm,Mintplex-Labs,52461,2025-12-23 17:13:41.189311
326,trackerslist,ngosang,52326,2025-12-23 17:13:41.189311
327,vaultwarden,dani-garcia,52269,2025-12-23 17:13:41.189311
328,ionic-framework,ionic-team,52254,2025-12-23 17:13:41.189311
329,ImHex,WerWolv,52074,2025-12-23 17:13:41.189311
330,kotlin,JetBrains,52058,2025-12-23 17:13:41.189311
331,powerlevel10k,romkatv,52056,2025-12-23 17:13:41.189311
332,Docker-OSX,sickcodes,51896,2025-12-23 17:13:41.189311
333,first-contributions,firstcontributions,51806,2025-12-23 17:13:41.189311
334,Ghost,TryGhost,51432,2025-12-23 17:13:41.189311
335,OpenManus,FoundationAgents,51426,2025-12-23 17:13:41.189311
336,guava,google,51358,2025-12-23 17:13:41.189311
337,nanoGPT,karpathy,51326,2025-12-23 17:13:41.189311
338,prettier,prettier,51309,2025-12-23 17:13:41.189311
339,jekyll,jekyll,51245,2025-12-23 17:13:41.189311
340,Semantic-UI,Semantic-Org,51179,2025-12-23 17:13:41.189311
341,etcd,etcd-io,51049,2025-12-23 17:13:41.189311
342,PowerShell,PowerShell,51036,2025-12-23 17:13:41.189311
343,MinerU,opendatalab,50888,2025-12-23 17:13:41.189311
344,pathway,pathwaycom,50800,2025-12-23 17:13:41.189311
345,awesome-ios,vsouza,50772,2025-12-23 17:13:41.189311
346,DefinitelyTyped,DefinitelyTyped,50748,2025-12-23 17:13:41.189311
351,hiring-without-whiteboards,poteto,50265,2025-12-23 17:13:44.997330
352,ultralytics,ultralytics,50255,2025-12-23 17:13:44.997330
353,awesome-wechat-weapp,justjavac,50099,2025-12-23 17:13:44.997330
354,bulma,jgthms,50023,2025-12-23 17:13:44.997330
355,professional-programming,charlax,50020,2025-12-23 17:13:44.997330
815,brew,Homebrew,45919,2025-12-23 17:13:48.533099
816,discourse,discourse,45837,2025-12-23 17:13:48.533099
817,expo,expo,45787,2025-12-23 17:13:48.533099
818,30-Days-Of-JavaScript,Asabeneh,45761,2025-12-23 17:13:48.533099
819,text-generation-webui,oobabooga,45668,2025-12-23 17:13:48.533099
820,frontend-dev-bookmarks,dypsilon,45617,2025-12-23 17:13:48.533099
821,architecture-samples,android,45486,2025-12-23 17:13:48.533099
822,freqtrade,freqtrade,45467,2025-12-23 17:13:48.533099
823,awesome-design-patterns,DovAmir,45316,2025-12-23 17:13:48.533099
824,metabase,metabase,45277,2025-12-23 17:13:48.533099
825,whisper.cpp,ggml-org,45256,2025-12-23 17:13:48.533099
826,Made-With-ML,GokuMohandas,45234,2025-12-23 17:13:48.533099
827,AdminLTE,ColorlibHQ,45234,2025-12-23 17:13:48.533099
828,jest,jestjs,45222,2025-12-23 17:13:48.533099
829,monaco-editor,microsoft,45029,2025-12-23 17:13:48.533099
830,awesome-cheatsheets,LeCoupa,45025,2025-12-23 17:13:48.533099
831,acme.sh,acmesh-official,45021,2025-12-23 17:13:48.533099
832,zx,google,44969,2025-12-23 17:13:48.533099
833,prisma,prisma,44862,2025-12-23 17:13:48.533099
834,JeecgBoot,jeecgboot,44812,2025-12-23 17:13:48.533099
835,ClickHouse,ClickHouse,44792,2025-12-23 17:13:48.533099
836,meteor,meteor,44757,2025-12-23 17:13:48.533099
837,ruff,astral-sh,44672,2025-12-23 17:13:48.533099
838,CppCoreGuidelines,isocpp,44627,2025-12-23 17:13:48.533099
839,hyper,vercel,44610,2025-12-23 17:13:48.533099
840,mem0,mem0ai,44590,2025-12-23 17:13:48.533099
841,OpenCut,OpenCut-app,44567,2025-12-23 17:13:48.533099
842,AI-For-Beginners,microsoft,44540,2025-12-23 17:13:48.533099
843,winutil,ChrisTitusTech,44411,2025-12-23 17:13:48.533099
844,react-hook-form,react-hook-form,44324,2025-12-23 17:13:48.533099
845,tldraw,tldraw,44285,2025-12-23 17:13:48.533099
846,Pake,tw93,44191,2025-12-23 17:13:48.533099
847,nvm-windows,coreybutler,44163,2025-12-23 17:13:48.533099
848,Leaflet,Leaflet,44159,2025-12-23 17:13:48.533099
849,Rocket.Chat,RocketChat,44149,2025-12-23 17:13:48.533099
850,grpc,grpc,44125,2025-12-23 17:13:48.533099
851,build-web-application-with-golang,astaxie,44118,2025-12-23 17:13:52.361985
